,GSM2571735,GSM2571736,GSM2571737,GSM2571738,GSM2571739,GSM2571740,GSM2571741,GSM2571742,GSM2571743,GSM2571744,GSM2571745,GSM2571746
LRMP,7.251055628,7.250953655,7.250459509,7.250788483,7.250700085,7.2510706,7.251156483,7.250632205,7.250521942,7.250563576,7.25082782,7.250646928
LRP1,9.282298061,9.790884092,9.505982791,9.891405353,9.548051783,9.628927654,9.646303098,9.671970698,9.740577279,9.748487612,9.765384342,9.47015072
LRP10,8.702783453,8.70216546,8.861598254,8.59652795,8.910340271,8.976535953,8.664095985,8.231874749,8.36403072,8.353686075,8.373627778,8.299843287
LRP11,10.78446991,10.93049764,10.74879413,10.87889453,10.77902776,10.66511952,10.86716808,11.04200593,11.04491287,11.09009718,11.08426899,10.99548356
LRP12,9.01313355,9.020030775,9.004394143,9.012647551,9.011591178,9.005170944,9.016802752,9.014389039,9.027450947,9.029964455,9.019168921,9.014693806
LRP2,6.82064213,6.820664703,6.820385708,6.820610665,6.820659761,6.820708236,6.820683537,6.820791307,6.820975379,6.820738777,6.82073775,6.820896727
LRP2BP,6.241257393,6.241032937,6.24094227,6.240465201,6.241158467,6.24100263,6.241485152,6.241401177,6.241207803,6.241132546,6.242080413,6.241806859
LRP3,7.894714727,7.894825117,7.894867219,7.894892722,7.894561517,7.894834652,7.895071677,7.895093187,7.895203372,7.895362273,7.89510634,7.895055269
LRP4,7.890919928,7.980095352,7.899842214,8.125499121,7.898310163,7.769705232,7.813832199,8.295838009,8.305594575,8.286558165,8.341648647,8.266954817
LRP5,6.486945967,6.486721037,6.48683156,6.487032497,6.487068441,6.487329253,6.486969491,6.486779055,6.486378757,6.486593673,6.486817744,6.486914208
LRP6,7.422447525,7.668164104,7.46752828,7.733328137,7.767380037,7.584664248,7.668214456,7.648225351,7.789769222,7.823309796,7.733003599,7.710002285
LRP8,8.523654719,9.031564219,8.251328775,8.266038791,8.358214461,8.168537344,8.608745156,8.573387297,8.78736268,8.871091609,8.647619732,8.565753676
LRPAP1,8.659731252,8.659682291,8.659898586,8.659952574,8.659752501,8.659808316,8.659856084,8.668615458,8.659758506,8.660662952,8.659991873,8.659950705
LRPPRC,9.565824586,9.566218462,9.566080244,9.565812506,9.565674714,9.565545577,9.56535598,9.566166849,9.566388474,9.566692115,9.566459669,9.566094734
LRRC1,6.762971442,6.762889796,6.762858635,6.762808809,6.762776318,6.762871483,6.762969024,6.76298231,6.762685558,6.762679851,6.762753405,6.762971087
LRRC10B,7.511474494,7.513051366,7.583972287,7.533782393,7.36251417,7.55879137,7.510569603,7.766194599,7.705765834,7.765964711,7.847540771,7.87936327
LRRC14,7.608532556,7.63035829,7.625578568,7.655914554,7.649742605,7.626917898,7.649085895,7.660139304,7.696113429,7.705573099,7.681500849,7.672080661
LRRC14B,6.210393203,6.210605047,6.21034939,6.210463034,6.210645916,6.210339182,6.210288624,6.21060862,6.210093342,6.210301019,6.210480587,6.210636863
LRRC15,6.718955919,6.718339165,6.718756325,6.718349789,6.718961369,6.719212541,6.718388849,6.71841316,6.718193877,6.718244527,6.717792616,6.717919413
LRRC16A,7.27450458,7.52233352,7.572216165,7.821097302,7.413570092,7.361489618,7.438574418,7.933214962,8.080247443,8.130982311,7.963502239,7.972668929
LRRC16B,7.238480072,7.30144512,7.245085005,7.27759678,7.259113377,7.198377808,7.293484188,7.307591694,7.389700656,7.385159908,7.348898272,7.33388073
LRRC17,6.455529104,6.455666215,6.455394954,6.45606488,6.455421673,6.455449593,6.455674078,6.455770527,6.456218733,6.455807818,6.455904128,6.455959951
LRRC18,6.424995039,6.424824625,6.424730844,6.424826151,6.424788538,6.424940625,6.424978915,6.425112616,6.424898004,6.424861314,6.424883139,6.42488444
LRRC19,5.772864183,5.771882243,5.772259106,5.771754139,5.77245038,5.771907911,5.77206952,5.771811746,5.772212737,5.772767408,5.772140475,5.772916851
LRRC20,7.21261718,7.212682867,7.212443291,7.212414394,7.212341972,7.212608271,7.212613835,7.212762822,7.212617027,7.212881193,7.212704472,7.212618821
LRRC24,7.397947469,7.581348716,7.462464364,7.670690313,7.516501722,7.294847308,7.519201307,7.746594699,7.762957537,7.810338724,7.852133942,7.725819169
LRRC26,6.383511853,6.38352744,6.383304796,6.383450339,6.383536595,6.383609295,6.383561709,6.383562194,6.383565376,6.383328086,6.383643442,6.383602984
LRRC27,6.905555245,6.905907906,6.905206094,6.905250456,6.905657138,6.905803947,6.905830189,6.905879781,6.905405423,6.905326788,6.905736574,6.905732523
LRRC28,7.690589009,7.690519242,7.690439304,7.690461053,7.690521185,7.690252648,7.690570667,7.690519583,7.690627738,7.690436652,7.690477522,7.691039061
LRRC29,6.594078546,6.593852304,6.594001352,6.593745003,6.593621344,6.594389172,6.59407689,6.593740526,6.593153894,6.593644118,6.593920278,6.594249003
LRRC32,7.094256695,7.09448904,7.094743075,7.093946976,7.094276398,7.094770916,7.0941733,7.093716871,7.093900563,7.093871041,7.093852586,7.093992586
LRRC36,6.656079073,6.656096598,6.655940156,6.656315734,6.656144525,6.656007669,6.656210285,6.656174936,6.656333095,6.656211113,6.656097697,6.656136111
LRRC38,6.941621642,6.941542022,6.941678742,6.941306634,6.941703765,6.941731973,6.941464687,6.941320462,6.941528977,6.941389953,6.941311761,6.94156145
LRRC39,6.384833261,6.384681592,6.384506714,6.384995383,6.384930571,6.385197422,6.385283273,6.385018774,6.384555596,6.384826435,6.384635298,6.385033079
LRRC4,7.635382677,8.216799122,7.717889391,8.105666856,7.608566935,7.271088929,7.957545071,8.454814841,8.446367253,8.33462347,8.363828157,8.273162924
LRRC40,8.903358142,8.903103276,8.903628023,8.903386861,8.90348507,8.903287587,8.903436281,8.90339934,8.903331816,8.903365899,8.903394581,8.903462292
LRRC41,8.726426028,8.729812185,8.583409035,8.572949212,8.673526311,8.642624733,8.615514559,8.371201941,8.517120944,8.504729554,8.413044061,8.439338835
LRRC42,8.285887069,8.286019781,8.286050262,8.285821825,8.285952041,8.286053749,8.285791599,8.285621364,8.285616588,8.285635773,8.285699796,8.285596585
LRRC45,7.856432815,8.051548491,8.044630023,8.159870723,7.86941517,7.844570599,7.99577926,8.164414231,8.386915428,8.324747186,8.268112784,8.163537807
LRRC46,7.081954106,7.081613664,7.081908382,7.082089547,7.081762232,7.081932623,7.08199406,7.081881902,7.081687875,7.081528362,7.081743145,7.08189844
LRRC47,8.471848178,8.472487228,8.446574981,8.421722677,8.443753575,8.444746769,8.439307727,8.44232466,8.444617726,8.444895727,8.436832282,8.424723048
LRRC48,7.791117036,7.474203774,7.66574489,7.876121137,7.681152528,7.533229204,7.670341378,7.813506756,7.738998067,7.856128026,7.622285852,7.881346289
LRRC49,8.290930648,8.451212407,8.428172268,8.657389409,8.262204397,8.18945922,8.383954744,8.717644559,8.748171418,8.835129644,8.781455677,8.722500758
LRRC4B,9.563458007,9.737678172,9.766357961,10.09515837,9.779427097,9.575803049,9.827480725,10.22691536,10.26626753,10.24865244,10.2157877,10.12185623
LRRC4C,8.991353015,9.179040423,9.428132792,9.678172555,8.981364077,8.968672529,9.259542801,9.885391057,9.809733821,9.747159508,9.833722065,9.591869705
LRRC51,7.013362085,7.010984246,7.013785798,7.013918757,7.01280185,7.013295264,7.013444251,7.01168413,7.010885864,7.010720884,7.011857614,7.012920169
LRRC56,6.772638875,6.772356552,6.772457502,6.772824492,6.772640166,6.772507449,6.772759788,6.772754272,6.7726292,6.772845776,6.772672916,6.77275626
LRRC57,7.930848903,7.791429889,7.997429071,8.410918545,7.955751044,7.96076739,8.081409891,8.4540529,8.25894954,8.383938747,8.362390868,8.367358199
LRRC59,10.32834123,10.00414912,10.15338236,9.704573753,10.21116129,10.21990624,9.894496405,9.577238985,9.531048876,9.516377612,9.508495398,9.577401049
LRRC61,7.214360362,7.253487027,7.233551096,7.324263354,7.253410697,7.248573448,7.275573933,7.35173329,7.359505476,7.393120982,7.367167082,7.382204114
LRRC7,7.625661828,7.625508026,7.625686522,7.626183586,7.625581238,7.625515336,7.625646254,7.626090926,7.62577274,7.625862851,7.625703955,7.625696525
LRRC71,6.698148732,6.697931998,6.698507067,6.69853363,6.69838192,6.698495045,6.69795392,6.698197306,6.698409002,6.698615784,6.698487497,6.698565129
LRRC73,7.999552385,8.292665888,7.7932996,8.499959296,7.829526688,7.714660408,8.202908182,8.534533697,8.649691941,8.689599954,8.458166484,8.568850655
LRRC75A,7.758733828,7.758494488,7.758732506,7.758363955,7.758855501,7.75863175,7.758619421,7.758298876,7.758504895,7.758443471,7.758330378,7.758490112
LRRC8A,9.381271372,9.811123366,9.728667929,9.901271332,9.634230271,9.683882481,9.638221406,9.670912972,9.617100144,9.745834835,9.72007844,9.577223126
LRRC8C,8.867820843,9.359342317,8.641270825,8.593994133,8.741120856,8.689219198,8.86517256,8.780647101,8.766630312,8.825125763,8.697057479,8.706855435
LRRC8D,9.050920961,9.020707018,8.851985383,8.581155084,8.951210625,8.752050897,8.672712813,8.5660945,8.658345126,8.678041322,8.736396263,8.604427321
LRRC8E,6.045763513,6.045365185,6.045780907,6.045419621,6.045622309,6.045693341,6.045577409,6.045411619,6.045502577,6.045423603,6.045214868,6.045481907
LRRFIP1,8.364708802,8.810306563,8.231719979,7.997344392,8.208273992,8.196375726,8.00972455,8.294720835,8.632270039,8.660266966,8.569018899,8.074572222
LRRFIP2,8.307240175,8.246357265,8.335340892,7.702633874,8.383110587,8.459009943,8.089262602,7.559828167,7.796017249,7.730098709,7.836241526,7.734121279
LRRN2,8.64136359,9.077964504,8.937103484,9.185480027,8.881252881,8.745738296,9.0758703,9.411913156,9.345923071,9.449153986,9.286891058,9.34989704
LRRN3,9.063319786,8.850500368,9.160282279,9.518367195,9.235091512,8.926454405,9.144057662,9.68906636,9.584904876,9.556721759,9.567839803,9.678596951
LRRN4,7.613012767,7.612670199,7.613145834,7.612956041,7.613104912,7.612895457,7.612878602,7.612793813,7.612732217,7.612817364,7.612673343,7.612993602
LRRN4CL,6.713598608,6.713427786,6.713467861,6.713450397,6.713530544,6.713579233,6.713388336,6.713502052,6.713453444,6.713355277,6.713384574,6.713539413
LRRTM1,8.275858295,8.33386312,8.408314428,8.593174958,8.238259202,7.988548851,8.439777388,8.938779596,8.892108049,8.874675989,8.762934621,8.857641674
LRSAM1,7.352250873,7.415099966,7.615602077,7.834715018,7.554312103,7.339304825,7.763176418,7.923196657,7.871071882,8.119376777,7.987625597,7.976843463
LRTM2,7.39327674,7.532468209,7.336910689,8.064567655,7.601719689,7.129247943,7.628354247,8.221496666,8.256750769,8.240832711,8.184138978,8.222074656
LSAMP,9.86458428,9.525811414,9.828195806,9.944350829,9.616685413,9.587639444,9.901894788,9.82104913,9.501514347,9.654028287,9.592001031,9.601360715
LSG1,7.703163477,7.702939392,7.703140184,7.702771926,7.702931694,7.703131663,7.702847206,7.702628101,7.702602717,7.702540795,7.702641343,7.702585631
LSM1,8.285437318,8.283800256,8.285934648,8.284695371,8.285529151,8.286481618,8.284873451,8.285483548,8.284030263,8.283682213,8.284858228,8.284883965
LSM10,7.498922952,7.337951783,7.612199349,7.61718186,7.578428925,7.530552566,7.543871047,7.461988563,7.494905103,7.510815554,7.464067541,7.582911093
LSM11,8.890101065,8.910948428,7.683002675,7.68431825,7.934389606,7.58062256,8.162489105,7.828212741,8.102666739,7.969844179,7.921736661,7.774746399
LSM12,9.810876997,9.588023219,9.87385021,9.654590966,9.676342773,9.872173912,9.729052179,9.601045894,9.413146625,9.435378323,9.491976576,9.579139088
LSM14A,9.855066403,9.850023217,9.862974563,9.855620951,9.859659727,9.87233984,9.853964874,9.845971968,9.848202996,9.840536367,9.846322182,9.850862637
LSM14B,7.12694286,7.126718523,7.126880581,7.127015704,7.126765171,7.12670632,7.126926122,7.127129671,7.126937453,7.12696306,7.126977751,7.127311642
LSM2,8.109938501,7.699293185,8.357704013,7.881027539,8.37024779,8.377610205,8.058842963,7.581282711,7.549399984,7.71695263,7.55221221,7.75339422
LSM3,9.360626516,8.806475147,9.603797119,9.388240805,9.416285732,9.641620406,9.375059602,8.942931296,8.865772861,8.878714728,8.84482749,9.120210502
LSM4,9.58500678,9.579650223,9.657035803,9.758371306,9.74152845,9.823722973,9.775079465,9.576870142,9.578047066,9.601500385,9.597448635,9.626955518
LSM7,9.534268515,9.160793749,9.499967635,9.381129063,9.575714404,9.682389488,9.470103455,8.988905177,9.011909136,9.029995906,8.993497613,9.218817193
LSM8,9.295493923,8.887396999,9.422756157,9.35462185,9.413594129,9.465445383,9.437254459,9.15739474,9.094499024,9.15860392,9.071600578,9.268107
LSMEM1,5.938922289,5.938510069,5.938587511,5.938537921,5.939290224,5.938513724,5.938710242,5.938419952,5.938852644,5.938914852,5.938663505,5.938958221
LSMEM2,6.526663231,6.526855539,6.526571212,6.526792445,6.526763454,6.526855126,6.52705164,6.527371265,6.526677102,6.526777545,6.526860885,6.526977277
LSP1,7.299181155,6.859694979,7.207909925,6.958111798,7.136308581,7.38753898,6.884536256,6.411154718,6.422284699,6.369294266,6.395360805,6.502980473
LSR,7.244003075,7.412374644,7.427563019,7.316979732,7.303788833,7.524785743,7.307826724,7.093638761,7.163020026,7.214486206,7.271249406,7.248157549
LSS,7.976063519,8.140942117,8.046825097,8.040263797,8.023587427,8.039739058,8.037393038,7.967810324,8.07224103,8.06134548,8.11397761,8.005672869
LST1,7.161767354,7.16141843,7.161589516,7.161685095,7.161756676,7.162398538,7.161719137,7.161469978,7.161109507,7.160870995,7.161520421,7.161613381
LTA,6.193952316,6.193719892,6.193688404,6.193705331,6.193811214,6.193711991,6.193705655,6.193823075,6.193720787,6.193648899,6.193549444,6.193811729
LTA4H,9.270388504,8.980913703,9.217800715,8.960805445,9.293253776,9.252987264,9.059539792,8.78571368,8.823134769,8.939464213,8.774644259,8.868015565
LTB,6.598025384,6.597548459,6.598054846,6.597867431,6.597765434,6.598595781,6.597600988,6.597626044,6.597315553,6.597232693,6.597774418,6.597874377
LTB4R,6.791107476,6.791028782,6.791089554,6.791136097,6.791087066,6.791314547,6.79115345,6.791011948,6.790997587,6.791065564,6.790954115,6.790998938
LTBP1,7.259910448,7.028397312,7.536262349,6.737877951,8.02374387,7.58741673,6.938368826,6.596872089,6.805328896,6.8679355,6.79772217,6.807584127
LTBP2,6.997792083,6.997726432,6.997814361,6.997497263,6.997709321,6.997967909,6.997702772,6.997758888,6.997606197,6.997457331,6.997714823,6.997657576
LTBP3,8.017346016,8.018767427,8.018460614,8.017930648,8.01833613,8.018326373,8.017740404,8.0182758,8.018786701,8.01800129,8.018611139,8.018139649
LTBP4,7.704332345,7.704605177,7.704180485,7.704262113,7.704181147,7.704225952,7.70424014,7.704103366,7.704327891,7.70434736,7.704206759,7.704102843
LTBR,8.377318806,8.199194274,8.562206086,8.153699467,8.555882387,8.807833833,8.42534297,7.433200379,7.42415679,7.460129595,7.396721631,7.490753686
LTC4S,7.183899517,7.298174849,7.303815697,7.652641798,7.247444242,7.316426561,7.560915677,7.662714236,7.604858857,7.623853755,7.560435807,7.770896125
LTK,6.854920484,7.402276667,6.883742932,7.353541873,6.96119624,6.893871474,7.006004003,7.489102096,7.930986499,7.929066969,7.763038157,7.363753191
LTN1,9.04494487,9.229360596,9.080173913,9.11332737,9.12907665,8.956579213,8.890794745,9.237372113,9.422129008,9.348629555,9.256781516,9.287634941
LTV1,8.482702849,8.307068751,8.582765012,8.203707198,8.584207781,8.530007994,8.272682387,8.189172878,8.108710902,8.249037678,8.169516195,8.300220651
LUC7L,8.475309964,8.743819793,8.392532804,8.573243452,8.550789458,8.384412371,8.524337115,8.853197045,9.036883488,8.994226236,8.838895866,8.803472397
LUC7L2,9.193003462,9.345173411,9.244095792,9.142817395,9.168499819,9.258015005,9.120030206,9.229432025,9.434285025,9.366884937,9.337779981,9.277335774
LUC7L3,9.920863541,10.49451571,10.22594765,10.21907668,10.22364849,10.19363414,10.09606881,10.15308881,10.79662663,10.65572378,10.62272429,10.27006078
LUM,7.314660605,7.385540854,7.594604942,7.406325328,7.658222909,7.675198422,7.449841739,7.4495892,7.538973785,7.573050087,7.607180183,7.684995639
LURAP1,6.597410744,6.597316192,6.597255111,6.597450901,6.597505908,6.597197828,6.597379361,6.59749038,6.597407204,6.597402233,6.597171249,6.597599859
LURAP1L,8.112385543,8.112261468,8.112709909,8.112321067,8.112507486,8.112736882,8.112291443,8.112583158,8.112404186,8.112330606,8.112388571,8.112466239
LUZP1,8.464360727,8.899616955,8.388494268,8.330206936,8.555858792,8.565342121,8.456164891,8.507752472,8.63726209,8.653011184,8.701728213,8.472866592
LXN,9.365147847,9.210119739,9.600929326,9.150825422,9.511649779,9.627438959,9.325408093,9.235192432,9.212997678,9.100421817,9.179814135,9.092758158
LY49S7,5.713102214,5.712677275,5.712947447,5.712720349,5.712767256,5.712744455,5.712941521,5.713073804,5.71272062,5.712585702,5.712911393,5.71310337
LY6AL,7.09785665,7.097471619,7.097881156,7.097587466,7.09755935,7.098110978,7.097822591,7.097738269,7.096978473,7.096676191,7.097831962,7.097873476
LY6E,8.518911295,8.793236615,8.859908494,9.26229512,8.886629622,8.594603572,8.993578671,9.470285226,9.341602473,9.382384042,9.472796954,9.384506408
LY6G6C,6.818631788,6.818592543,6.818392849,6.817910344,6.81887089,6.818596677,6.819016769,6.819187048,6.818913374,6.81876164,6.818954868,6.818889441
LY6G6E,7.002201825,7.002058229,7.002019203,7.002107847,7.001991029,7.002206448,7.002131871,7.00222567,7.002018592,7.001847753,7.00198106,7.002229009
LY6H,9.791270023,9.579460917,9.778453364,10.37833845,9.921460179,9.827347014,10.25594155,10.23057882,10.20250952,10.07519346,10.1176912,10.31430296
LY6I,6.337742188,6.337492819,6.337266614,6.337507952,6.337318283,6.33754417,6.337267363,6.337878861,6.337338446,6.33691061,6.337411752,6.337538215
LY75,6.728286043,6.728465396,6.728344005,6.728395706,6.728315593,6.728186412,6.727942882,6.728375427,6.728471072,6.72885127,6.728500625,6.728183858
LY86,7.781425054,7.143893207,8.24899106,7.965197471,7.793824036,8.020948506,7.854066345,6.926010042,6.862272208,6.968444999,6.927127979,7.10277009
LY96,7.388860236,7.131828469,7.584190934,7.279486122,7.582569618,7.723725287,7.189232516,6.81113151,6.874305754,6.926514245,6.937668996,6.913038037
LYAR,8.36816947,7.988104599,8.247636089,7.909345757,8.191646426,8.452102684,8.001017164,7.579714327,7.574243444,7.545118101,7.540844767,7.609875893
LYL1,6.874693964,6.874535417,6.874753322,6.874793474,6.874751253,6.874908293,6.874679346,6.874562491,6.874612312,6.874577352,6.874458678,6.874601259
LYN,7.412866211,7.096585729,7.483937022,7.239564935,7.316935778,7.552344285,7.159311764,7.002330953,7.002098662,7.002138745,7.002297607,7.002281039
LYNX1,9.49560374,9.958744461,9.461357308,9.825694904,9.520919477,9.392275203,9.622606537,9.965427817,10.18980813,10.24443107,10.14706263,10.0045669
LYPD2,6.342644132,6.342895688,6.342279852,6.343575726,6.34360477,6.342911382,6.342712754,6.342811195,6.343614985,6.343511912,6.343206456,6.343345033
